tweet_text,embedded_text,hashtags,usernames,combined
"just in public company semler scientific chairman said we own a lot of bitcoin and that bitcoin appreciates what matters most is that we create shareholder value

were early in accumulating bitcoin and were gonna continue to do that","bitcoinmagazine just in public company semler scientific chairman said we own a lot of bitcoin and that bitcoin appreciates what matters most is that we create shareholder value

were early in accumulating bitcoin and were gonna continue to do that 001  1144 112 112 276 276 15k 15k 119k 119k",bitcoin,bitcoinmagazine,"just in public company semler scientific chairman said we own a lot of bitcoin and that bitcoin appreciates what matters most is that we create shareholder value

were early in accumulating bitcoin and were gonna continue to do that bitcoinmagazine just in public company semler scientific chairman said we own a lot of bitcoin and that bitcoin appreciates what matters most is that we create shareholder value

were early in accumulating bitcoin and were gonna continue to do that 001  1144 112 112 276 276 15k 15k 119k 119k bitcoin bitcoinmagazine"
"anthony pompliano we will have stock alltime highs and bitcoin alltime highs before the end of 2025

bullish","cryptosrus anthony pompliano we will have stock alltime highs and bitcoin alltime highs before the end of 2025

bullish 134 134 60 60 114 114 851 851 37k 37k",bitcoin,cryptosrus,"anthony pompliano we will have stock alltime highs and bitcoin alltime highs before the end of 2025

bullish cryptosrus anthony pompliano we will have stock alltime highs and bitcoin alltime highs before the end of 2025

bullish 134 134 60 60 114 114 851 851 37k 37k bitcoin cryptosrus"
"higher highs higher lows

new higher high next bitcoin","cryptojellenl higher highs higher lows

new higher high next bitcoin 28 28 105 105 573 573 20k 20k",bitcoin,cryptojellenl,"higher highs higher lows

new higher high next bitcoin cryptojellenl higher highs higher lows

new higher high next bitcoin 28 28 105 105 573 573 20k 20k bitcoin cryptojellenl"
btc  bitcoin  the bulls are defending the ma50 perfectly i really think we will see new highs soon,cryptocaesarta btc bitcoin  the bulls are defending the ma50 perfectly i really think we will see new highs soon 32 32 96 96 694 694 27k 27k,bitcoin,cryptocaesarta,btc  bitcoin  the bulls are defending the ma50 perfectly i really think we will see new highs soon cryptocaesarta btc bitcoin  the bulls are defending the ma50 perfectly i really think we will see new highs soon 32 32 96 96 694 694 27k 27k bitcoin cryptocaesarta
history president trump welcomes bitcoin president nayib bukele at the white house,thebitcoinconf history president trump welcomes bitcoin president nayib bukele at the white house vivek vivek vivek 28 28 83 83 423 423 10k 10k,bitcoin,thebitcoinconf,history president trump welcomes bitcoin president nayib bukele at the white house thebitcoinconf history president trump welcomes bitcoin president nayib bukele at the white house vivek vivek vivek 28 28 83 83 423 423 10k 10k bitcoin thebitcoinconf
"just in strategy  saylor have bought another 3459 bitcoin for 2858 million

they now hodl 531644 btc","cryptorand just in strategy saylor have bought another 3459 bitcoin for 2858 million

they now hodl 531644 btc 13 13 16 16 204 204 15k 15k",bitcoin strategy,cryptorand saylor,"just in strategy  saylor have bought another 3459 bitcoin for 2858 million

they now hodl 531644 btc cryptorand just in strategy saylor have bought another 3459 bitcoin for 2858 million

they now hodl 531644 btc 13 13 16 16 204 204 15k 15k bitcoin strategy cryptorand saylor"
"the total crypto market cap is still holding the key support area

dont get shaken out bitcoin","cryptojellenl the total crypto market cap is still holding the key support area

dont get shaken out bitcoin 33 33 88 88 430 430 14k 14k",bitcoin,cryptojellenl,"the total crypto market cap is still holding the key support area

dont get shaken out bitcoin cryptojellenl the total crypto market cap is still holding the key support area

dont get shaken out bitcoin 33 33 88 88 430 430 14k 14k bitcoin cryptojellenl"
michael saylor explains why he thinks bitcoin is going to be 7 of the worlds capital and his long term forecast price at over 13m over 21 years,saylordocs michael saylor explains why he thinks bitcoin is going to be 7 of the worlds capital and his long term forecast price at over 13m over 21 years 23 23 81 81 607 607 49k 49k,bitcoin,saylordocs,michael saylor explains why he thinks bitcoin is going to be 7 of the worlds capital and his long term forecast price at over 13m over 21 years saylordocs michael saylor explains why he thinks bitcoin is going to be 7 of the worlds capital and his long term forecast price at over 13m over 21 years 23 23 81 81 607 607 49k 49k bitcoin saylordocs
good morning bitcoin has locked in a 3day bullish divergence time for a relief rally,cryptojellenl good morning bitcoin has locked in a 3day bullish divergence time for a relief rally 51 51 120 120 648 648 19k 19k,bitcoin,cryptojellenl,good morning bitcoin has locked in a 3day bullish divergence time for a relief rally cryptojellenl good morning bitcoin has locked in a 3day bullish divergence time for a relief rally 51 51 120 120 648 648 19k 19k bitcoin cryptojellenl
"bitcoin is pushing towards the downtrend line once more

seventh time is the charm","cryptojellenl bitcoin is pushing towards the downtrend line once more

seventh time is the charm 33 33 80 80 536 536 24k 24k",bitcoin,cryptojellenl,"bitcoin is pushing towards the downtrend line once more

seventh time is the charm cryptojellenl bitcoin is pushing towards the downtrend line once more

seventh time is the charm 33 33 80 80 536 536 24k 24k bitcoin cryptojellenl"
as i have said for years bitcoin dominance is the key to unlocking the secrets of the cryptoverse,intocryptoverse as i have said for years bitcoin dominance is the key to unlocking the secrets of the cryptoverse 160 160 137 137 13k 13k 110k 110k,bitcoin,intocryptoverse,as i have said for years bitcoin dominance is the key to unlocking the secrets of the cryptoverse intocryptoverse as i have said for years bitcoin dominance is the key to unlocking the secrets of the cryptoverse 160 160 137 137 13k 13k 110k 110k bitcoin intocryptoverse
bitcoin  imagine being bearish at this bullish retest,thescalpingpro bitcoin  imagine being bearish at this bullish retest 117 117 342 342 15k 15k 61k 61k,bitcoin,thescalpingpro,bitcoin  imagine being bearish at this bullish retest thescalpingpro bitcoin  imagine being bearish at this bullish retest 117 117 342 342 15k 15k 61k 61k bitcoin thescalpingpro
breaking michael saylor just announced that strategy will buy more bitcoin lets go,peterizzo breaking michael saylor just announced that strategy will buy more bitcoin lets go 201 201 458 458 28k 28k 80k 80k,bitcoin,peterizzo,breaking michael saylor just announced that strategy will buy more bitcoin lets go peterizzo breaking michael saylor just announced that strategy will buy more bitcoin lets go 201 201 458 458 28k 28k 80k 80k bitcoin peterizzo
"just in 110 billion vaneck proposes bitbonds for the us to buy more bitcoin and refinance its 14 trillion debt

america is embracing bitcoin","bitcoinmagazine just in 110 billion vaneck proposes bitbonds for the us to buy more bitcoin and refinance its 14 trillion debt

america is embracing bitcoin matthew sigel recovering cfa matthew sigel recovering cfa 57 57 99 99 381 381 21k 21k",bitcoin,bitcoinmagazine,"just in 110 billion vaneck proposes bitbonds for the us to buy more bitcoin and refinance its 14 trillion debt

america is embracing bitcoin bitcoinmagazine just in 110 billion vaneck proposes bitbonds for the us to buy more bitcoin and refinance its 14 trillion debt

america is embracing bitcoin matthew sigel recovering cfa matthew sigel recovering cfa 57 57 99 99 381 381 21k 21k bitcoin bitcoinmagazine"
bitcoin bullish crossover the macd just made a bullish cross on the 3day chart a momentum shift may be underway,washigorira bitcoin bullish crossover the macd just made a bullish cross on the 3day chart a momentum shift may be underway 76 76 201 201 958 958 29k 29k,bitcoin,washigorira,bitcoin bullish crossover the macd just made a bullish cross on the 3day chart a momentum shift may be underway washigorira bitcoin bullish crossover the macd just made a bullish cross on the 3day chart a momentum shift may be underway 76 76 201 201 958 958 29k 29k bitcoin washigorira
bitcoin,281 281 660 660 25k 25k 131k 131k,bitcoin,,bitcoin 281 281 660 660 25k 25k 131k 131k bitcoin 
"saatlik takip ettiim bitcoin grafiinde deni krp ufak bir ykseli yaptn grmtk 85500 zerine atarsak 88k seviyesine kadar ykseliini srdrr

ok aalarda kald gnlkte olumlu sinyal yakmam olsa da artk yavatan ykseli yapmasn bekliyorum crypto","kahincryptocu saatlik takip ettiim bitcoin grafiinde deni krp ufak bir ykseli yaptn grmtk 85500 zerine atarsak 88k seviyesine kadar ykseliini srdrr

ok aalarda kald gnlkte olumlu sinyal yakmam olsa da artk yavatan ykseli yapmasn bekliyorum crypto 58 58 73 73 386 386 24k 24k",bitcoin crypto,kahincryptocu,"saatlik takip ettiim bitcoin grafiinde deni krp ufak bir ykseli yaptn grmtk 85500 zerine atarsak 88k seviyesine kadar ykseliini srdrr

ok aalarda kald gnlkte olumlu sinyal yakmam olsa da artk yavatan ykseli yapmasn bekliyorum crypto kahincryptocu saatlik takip ettiim bitcoin grafiinde deni krp ufak bir ykseli yaptn grmtk 85500 zerine atarsak 88k seviyesine kadar ykseliini srdrr

ok aalarda kald gnlkte olumlu sinyal yakmam olsa da artk yavatan ykseli yapmasn bekliyorum crypto 58 58 73 73 386 386 24k 24k bitcoin crypto kahincryptocu"
between 20122024 housing prices declined 9999 for people smart enough to use bitcoin as money,breedlove22 between 20122024 housing prices declined 9999 for people smart enough to use bitcoin as money 69 69 320 320 12k 12k 88k 88k,bitcoin,breedlove22,between 20122024 housing prices declined 9999 for people smart enough to use bitcoin as money breedlove22 between 20122024 housing prices declined 9999 for people smart enough to use bitcoin as money 69 69 320 320 12k 12k 88k 88k bitcoin breedlove22
michael saylor says its not debt its convertible debt bitcoin could go from 100k to 1k the debt is not going to get called there is no recourse,bitcointeddy michael saylor says its not debt its convertible debt bitcoin could go from 100k to 1k the debt is not going to get called there is no recourse itcointeddy itcointeddy itcointeddy 59 59 157 157 11k 11k 128k 128k,bitcoin,bitcointeddy,michael saylor says its not debt its convertible debt bitcoin could go from 100k to 1k the debt is not going to get called there is no recourse bitcointeddy michael saylor says its not debt its convertible debt bitcoin could go from 100k to 1k the debt is not going to get called there is no recourse itcointeddy itcointeddy itcointeddy 59 59 157 157 11k 11k 128k 128k bitcoin bitcointeddy
semler scientific has filed to raise 500 million to buy more bitcoin,tftc21 semler scientific has filed to raise 500 million to buy more bitcoin 14 14 135 135 81k 81k,bitcoin,tftc21,semler scientific has filed to raise 500 million to buy more bitcoin tftc21 semler scientific has filed to raise 500 million to buy more bitcoin 14 14 135 135 81k 81k bitcoin tftc21
multiyear trendline retest for bitcoin,cryptojellenl multiyear trendline retest for bitcoin 24 24 45 45 354 354 15k 15k,bitcoin,cryptojellenl,multiyear trendline retest for bitcoin cryptojellenl multiyear trendline retest for bitcoin 24 24 45 45 354 354 15k 15k bitcoin cryptojellenl
"breaking

metaplanet buys 319 more bitcoin worth 37b bringing its total holdings to 4525 btc","thedustybc breaking

metaplanet buys 319 more bitcoin worth 37b bringing its total holdings to 4525 btc 49 49 51 51 479 479 63k 63k",bitcoin,thedustybc,"breaking

metaplanet buys 319 more bitcoin worth 37b bringing its total holdings to 4525 btc thedustybc breaking

metaplanet buys 319 more bitcoin worth 37b bringing its total holdings to 4525 btc 49 49 51 51 479 479 63k 63k bitcoin thedustybc"
trump admin says tariff revenue could be used to buy bitcoin what a time to be alive,vivek4real trump admin says tariff revenue could be used to buy bitcoin what a time to be alive 34 34 695 695,bitcoin,vivek4real,trump admin says tariff revenue could be used to buy bitcoin what a time to be alive vivek4real trump admin says tariff revenue could be used to buy bitcoin what a time to be alive 34 34 695 695 bitcoin vivek4real
"the 2year ma multiplier has historically been a great tool to spot cycle tops

with diminishing returns however bitcoin has seen less extremes above the 5x multiplier each cycle to the point where price only tagged the 5x multiplier last time around

nevertheless even if","cryptojellenl the 2year ma multiplier has historically been a great tool to spot cycle tops

with diminishing returns however bitcoin has seen less extremes above the 5x multiplier each cycle to the point where price only tagged the 5x multiplier last time around

nevertheless even if show more 14 14 31 31 191 191 94k 94k",bitcoin,cryptojellenl,"the 2year ma multiplier has historically been a great tool to spot cycle tops

with diminishing returns however bitcoin has seen less extremes above the 5x multiplier each cycle to the point where price only tagged the 5x multiplier last time around

nevertheless even if cryptojellenl the 2year ma multiplier has historically been a great tool to spot cycle tops

with diminishing returns however bitcoin has seen less extremes above the 5x multiplier each cycle to the point where price only tagged the 5x multiplier last time around

nevertheless even if show more 14 14 31 31 191 191 94k 94k bitcoin cryptojellenl"
michael saylor says if people knew what i knew bitcoin would be worth 10 millon,cedyoungelman michael saylor says if people knew what i knew bitcoin would be worth 10 millon the bitcoin historian the bitcoin historian the bitcoin historian 48 48 108 108 905 905 45k 45k,bitcoin,saylor cedyoungelman,michael saylor says if people knew what i knew bitcoin would be worth 10 millon cedyoungelman michael saylor says if people knew what i knew bitcoin would be worth 10 millon the bitcoin historian the bitcoin historian the bitcoin historian 48 48 108 108 905 905 45k 45k bitcoin saylor cedyoungelman
bitcoin this downtrend line is a bulls worst nightmare,nebraskangooner bitcoin this downtrend line is a bulls worst nightmare 121 121 101 101 1k 1k 96k 96k,bitcoin,nebraskangooner,bitcoin this downtrend line is a bulls worst nightmare nebraskangooner bitcoin this downtrend line is a bulls worst nightmare 121 121 101 101 1k 1k 96k 96k bitcoin nebraskangooner
new mastercard partners with kraken to allow european users spend bitcoin at over 150 million merchants worldwide,bitcoinmagazine new mastercard partners with kraken to allow european users spend bitcoin at over 150 million merchants worldwide 149 149 734 734 34k 34k 207k 207k,bitcoin,bitcoinmagazine,new mastercard partners with kraken to allow european users spend bitcoin at over 150 million merchants worldwide bitcoinmagazine new mastercard partners with kraken to allow european users spend bitcoin at over 150 million merchants worldwide 149 149 734 734 34k 34k 207k 207k bitcoin bitcoinmagazine
pump it up bitcoin,carlbmenger pump it up bitcoin 74 74 254 254 14k 14k 88k 88k,bitcoin,carlbmenger,pump it up bitcoin carlbmenger pump it up bitcoin 74 74 254 254 14k 14k 88k 88k bitcoin carlbmenger
"finally the biggest bull run starts now the bitcoin will go parabolic to 250000 this year

trump canceled tariffs liquiditys flowing in and rsi is broken

heres my list of 1000x altcoins for the 2025 cycle","defiwimar finally the biggest bull run starts now the bitcoin will go parabolic to 250000 this year

trump canceled tariffs liquiditys flowing in and rsi is broken

heres my list of 1000x altcoins for the 2025 cycle 220 220 237 237 515 515 28k 28k",bitcoin,defiwimar,"finally the biggest bull run starts now the bitcoin will go parabolic to 250000 this year

trump canceled tariffs liquiditys flowing in and rsi is broken

heres my list of 1000x altcoins for the 2025 cycle defiwimar finally the biggest bull run starts now the bitcoin will go parabolic to 250000 this year

trump canceled tariffs liquiditys flowing in and rsi is broken

heres my list of 1000x altcoins for the 2025 cycle 220 220 237 237 515 515 28k 28k bitcoin defiwimar"
"breaking

senator lummis says lets pass the bill to buy 1 million bitcoin this is massive","rovercrc breaking

senator lummis says lets pass the bill to buy 1 million bitcoin this is massive 219 219 427 427 32k 32k 155k 155k",bitcoin,rovercrc,"breaking

senator lummis says lets pass the bill to buy 1 million bitcoin this is massive rovercrc breaking

senator lummis says lets pass the bill to buy 1 million bitcoin this is massive 219 219 427 427 32k 32k 155k 155k bitcoin rovercrc"
white house official says us may tap gold reserves to buy bitcoin,tftc21 white house official says us may tap gold reserves to buy bitcoin 118 118 298 298 19k 19k 160k 160k,bitcoin,tftc21,white house official says us may tap gold reserves to buy bitcoin tftc21 white house official says us may tap gold reserves to buy bitcoin 118 118 298 298 19k 19k 160k 160k bitcoin tftc21
bitcoin daily ta respect the parabola,martypartymusic bitcoin daily ta respect the parabola 11 11 13 13 146 146 17k 17k,bitcoin,martypartymusic,bitcoin daily ta respect the parabola martypartymusic bitcoin daily ta respect the parabola 11 11 13 13 146 146 17k 17k bitcoin martypartymusic
"so far each bitcoin cycle has lasted for longer than the previous one

i doubt the cycle where bitcoin sees mainstream adoption through etfs national stockpiles and global recognition as a digital alternative to gold is where that pattern breaks

new highs yet to come","cryptojellenl so far each bitcoin cycle has lasted for longer than the previous one

i doubt the cycle where bitcoin sees mainstream adoption through etfs national stockpiles and global recognition as a digital alternative to gold is where that pattern breaks

new highs yet to come 45 45 63 63 393 393 25k 25k",bitcoin,cryptojellenl,"so far each bitcoin cycle has lasted for longer than the previous one

i doubt the cycle where bitcoin sees mainstream adoption through etfs national stockpiles and global recognition as a digital alternative to gold is where that pattern breaks

new highs yet to come cryptojellenl so far each bitcoin cycle has lasted for longer than the previous one

i doubt the cycle where bitcoin sees mainstream adoption through etfs national stockpiles and global recognition as a digital alternative to gold is where that pattern breaks

new highs yet to come 45 45 63 63 393 393 25k 25k bitcoin cryptojellenl"
bitcoin major breakout btc could be on the verge of a reversal as the weekly rsi just broke its trendline a key shift in momentum,washigorira bitcoin major breakout btc could be on the verge of a reversal as the weekly rsi just broke its trendline a key shift in momentum 52 52 269 269 1k 1k 33k 33k,bitcoin btc,washigorira,bitcoin major breakout btc could be on the verge of a reversal as the weekly rsi just broke its trendline a key shift in momentum washigorira bitcoin major breakout btc could be on the verge of a reversal as the weekly rsi just broke its trendline a key shift in momentum 52 52 269 269 1k 1k 33k 33k bitcoin btc washigorira
"between trumps tariff shock and the 90day pause announcement bitcoin moved with stocks while ethereum dropped twice as hard

losses in that window sxxp 107 europe btc  110 spx 121 us aaxj 125 asia eth  225","cryptorankio between trumps tariff shock and the 90day pause announcement bitcoin moved with stocks while ethereum dropped twice as hard

losses in that window sxxp 107 europe btc  110 spx 121 us aaxj 125 asia eth  225 14 14 101 101 646 646 97k 97k",ethereum bitcoin,cryptorankio,"between trumps tariff shock and the 90day pause announcement bitcoin moved with stocks while ethereum dropped twice as hard

losses in that window sxxp 107 europe btc  110 spx 121 us aaxj 125 asia eth  225 cryptorankio between trumps tariff shock and the 90day pause announcement bitcoin moved with stocks while ethereum dropped twice as hard

losses in that window sxxp 107 europe btc  110 spx 121 us aaxj 125 asia eth  225 14 14 101 101 646 646 97k 97k ethereum bitcoin cryptorankio"
"global m2 is exploding bitcoin will follow soon 

eth will break 5000","maxbrownbtc global m2 is exploding bitcoin will follow soon 

eth will break 5000 171 171 366 366 14k 14k 73k 73k",bitcoin,maxbrownbtc,"global m2 is exploding bitcoin will follow soon 

eth will break 5000 maxbrownbtc global m2 is exploding bitcoin will follow soon 

eth will break 5000 171 171 366 366 14k 14k 73k 73k bitcoin maxbrownbtc"
lets go bitcoin btc,traderjibon lets go bitcoin btc 61 61 85 85 519 519 31k 31k,bitcoin,traderjibon,lets go bitcoin btc traderjibon lets go bitcoin btc 61 61 85 85 519 519 31k 31k bitcoin traderjibon
"tomorrow president bukele to meet with president trump at the white house

think theyll talk bitcoin","cryptosrus tomorrow president bukele to meet with president trump at the white house

think theyll talk bitcoin 000  018 47 47 80 80 581 581 23k 23k",bitcoin,cryptosrus,"tomorrow president bukele to meet with president trump at the white house

think theyll talk bitcoin cryptosrus tomorrow president bukele to meet with president trump at the white house

think theyll talk bitcoin 000  018 47 47 80 80 581 581 23k 23k bitcoin cryptosrus"
"trendline retest successful

onwards  upwards bitcoin","cryptojellenl trendline retest successful

onwards  upwards bitcoin 42 42 86 86 534 534 25k 25k",bitcoin,cryptojellenl,"trendline retest successful

onwards  upwards bitcoin cryptojellenl trendline retest successful

onwards  upwards bitcoin 42 42 86 86 534 534 25k 25k bitcoin cryptojellenl"
bitcoin,244 244 683 683 19k 19k 88k 88k,bitcoin,,bitcoin 244 244 683 683 19k 19k 88k 88k bitcoin 
"bitcoin elliott wave update

primary count  extended 5th wave

looks like the trendline has been recovered and its ready to pop but whilst this remains the primary idea now is the time to be more careful and pay attention to any invalidations that may occur over the next few","decodejar bitcoin elliott wave update

primary count  extended 5th wave

looks like the trendline has been recovered and its ready to pop but whilst this remains the primary idea now is the time to be more careful and pay attention to any invalidations that may occur over the next few show more 43 43 150 150 637 637 40k 40k",bitcoin,decodejar,"bitcoin elliott wave update

primary count  extended 5th wave

looks like the trendline has been recovered and its ready to pop but whilst this remains the primary idea now is the time to be more careful and pay attention to any invalidations that may occur over the next few decodejar bitcoin elliott wave update

primary count  extended 5th wave

looks like the trendline has been recovered and its ready to pop but whilst this remains the primary idea now is the time to be more careful and pay attention to any invalidations that may occur over the next few show more 43 43 150 150 637 637 40k 40k bitcoin decodejar"
"build a team

have a team

make a team

join a team worlds top 10 bitcoin holders are majorly companies team

wallets like binance 550000 btc  are not included as they mainly hold funds for users rather than owning all of them directly

lesson in there team","bledigmi build a team

have a team

make a team

join a team worlds top 10 bitcoin holders are majorly companies team

wallets like binance 550000 btc  are not included as they mainly hold funds for users rather than owning all of them directly

lesson in there team show more 31 31 18 18 130 130 93k 93k",bitcoin,bledigmi,"build a team

have a team

make a team

join a team worlds top 10 bitcoin holders are majorly companies team

wallets like binance 550000 btc  are not included as they mainly hold funds for users rather than owning all of them directly

lesson in there team bledigmi build a team

have a team

make a team

join a team worlds top 10 bitcoin holders are majorly companies team

wallets like binance 550000 btc  are not included as they mainly hold funds for users rather than owning all of them directly

lesson in there team show more 31 31 18 18 130 130 93k 93k bitcoin bledigmi"
michael saylor explains how bitcoin could hit 10 million,saylordocs michael saylor explains how bitcoin could hit 10 million 21 21 91 91 576 576 16k 16k,bitcoin,saylordocs,michael saylor explains how bitcoin could hit 10 million saylordocs michael saylor explains how bitcoin could hit 10 million 21 21 91 91 576 576 16k 16k bitcoin saylordocs
bitcoin is forming a 3day bullish divergence 1d 10h until it locks in  time for a relief rally,cryptojellenl bitcoin is forming a 3day bullish divergence 1d 10h until it locks in  time for a relief rally 32 32 130 130 647 647 24k 24k,bitcoin,cryptojellenl,bitcoin is forming a 3day bullish divergence 1d 10h until it locks in  time for a relief rally cryptojellenl bitcoin is forming a 3day bullish divergence 1d 10h until it locks in  time for a relief rally 32 32 130 130 647 647 24k 24k bitcoin cryptojellenl
bitcoin macd is about to cross bullish,sethfin bitcoin macd is about to cross bullish 62 62 125 125 715 715 28k 28k,bitcoin,sethfin,bitcoin macd is about to cross bullish sethfin bitcoin macd is about to cross bullish 62 62 125 125 715 715 28k 28k bitcoin sethfin
its a system designed to do one thing bitcoin,bitcointeddy its a system designed to do one thing bitcoin 000  242 30 30 211 211 788 788 39k 39k,bitcoin,bitcointeddy,its a system designed to do one thing bitcoin bitcointeddy its a system designed to do one thing bitcoin 000  242 30 30 211 211 788 788 39k 39k bitcoin bitcointeddy
like if you are not selling bitcoin,vivek4real like if you are not selling bitcoin 164 164 127 127 3k 3k 77k 77k,bitcoin,vivek4real,like if you are not selling bitcoin vivek4real like if you are not selling bitcoin 164 164 127 127 3k 3k 77k 77k bitcoin vivek4real
global money supply is exploding bitcoin will follow soon,vivek4real global money supply is exploding bitcoin will follow soon 225 225 990 990 61k 61k 217k 217k,bitcoin,vivek4real,global money supply is exploding bitcoin will follow soon vivek4real global money supply is exploding bitcoin will follow soon 225 225 990 990 61k 61k 217k 217k bitcoin vivek4real
"trend remains intact

keep it simple bitcoin","cryptojellenl trend remains intact

keep it simple bitcoin 21 21 120 120 692 692 17k 17k",bitcoin,cryptojellenl,"trend remains intact

keep it simple bitcoin cryptojellenl trend remains intact

keep it simple bitcoin 21 21 120 120 692 692 17k 17k bitcoin cryptojellenl"
"senator lummis hints the usa might start buying 1 million bitcoin without passing the bill 

its happening","vivek4real senator lummis hints the usa might start buying 1 million bitcoin without passing the bill 

its happening 128 128 387 387 26k 26k 129k 129k",bitcoin,vivek4real,"senator lummis hints the usa might start buying 1 million bitcoin without passing the bill 

its happening vivek4real senator lummis hints the usa might start buying 1 million bitcoin without passing the bill 

its happening 128 128 387 387 26k 26k 129k 129k bitcoin vivek4real"
michael saylor likely to buy 1 billion worth of bitcoin tomorrow send it,vivek4real michael saylor likely to buy 1 billion worth of bitcoin tomorrow send it 181 181 405 405 25k 25k 79k 79k,bitcoin,vivek4real,michael saylor likely to buy 1 billion worth of bitcoin tomorrow send it vivek4real michael saylor likely to buy 1 billion worth of bitcoin tomorrow send it 181 181 405 405 25k 25k 79k 79k bitcoin vivek4real
"anthony pompliano says the us government is going to continue to buy bitcoin 

they are going to buy as much as they possibly can","tftc21 anthony pompliano says the us government is going to continue to buy bitcoin 

they are going to buy as much as they possibly can 137 137 20 20 72 72 470 470 18k 18k",bitcoin,tftc21,"anthony pompliano says the us government is going to continue to buy bitcoin 

they are going to buy as much as they possibly can tftc21 anthony pompliano says the us government is going to continue to buy bitcoin 

they are going to buy as much as they possibly can 137 137 20 20 72 72 470 470 18k 18k bitcoin tftc21"
bitcoin  you are not bullish enough,thescalpingpro bitcoin  you are not bullish enough 81 81 316 316 13k 13k 52k 52k,bitcoin,thescalpingpro,bitcoin  you are not bullish enough thescalpingpro bitcoin  you are not bullish enough 81 81 316 316 13k 13k 52k 52k bitcoin thescalpingpro
bitcoin  expecting the market massacre to continue placing first buy orders between 5868k region the dump is far from over the party just started for us congratulations for all of you,drprofitcrypto bitcoin  expecting the market massacre to continue placing first buy orders between 5868k region the dump is far from over the party just started for us congratulations for all of you 175 175 334 334 25k 25k 261k 261k,bitcoin,drprofitcrypto,bitcoin  expecting the market massacre to continue placing first buy orders between 5868k region the dump is far from over the party just started for us congratulations for all of you drprofitcrypto bitcoin  expecting the market massacre to continue placing first buy orders between 5868k region the dump is far from over the party just started for us congratulations for all of you 175 175 334 334 25k 25k 261k 261k bitcoin drprofitcrypto
"bitcoin its time you had your dip you had your fear
now its time to run","washigorira bitcoin its time you had your dip you had your fear
now its time to run 88 88 263 263 14k 14k 58k 58k",bitcoin,washigorira,"bitcoin its time you had your dip you had your fear
now its time to run washigorira bitcoin its time you had your dip you had your fear
now its time to run 88 88 263 263 14k 14k 58k 58k bitcoin washigorira"
"breaking us treasury secretary bessent says us is working to remove regulatory barriers for bitcoin and crypto 

we will consider reforms to unleash the power of americas capital markets","peterizzo breaking us treasury secretary bessent says us is working to remove regulatory barriers for bitcoin and crypto 

we will consider reforms to unleash the power of americas capital markets 61 61 228 228 13k 13k 111k 111k",bitcoin,peterizzo,"breaking us treasury secretary bessent says us is working to remove regulatory barriers for bitcoin and crypto 

we will consider reforms to unleash the power of americas capital markets peterizzo breaking us treasury secretary bessent says us is working to remove regulatory barriers for bitcoin and crypto 

we will consider reforms to unleash the power of americas capital markets 61 61 228 228 13k 13k 111k 111k bitcoin peterizzo"
senator lummis just said lets pass the bill to buy 1 million bitcoin its coming,vivek4real senator lummis just said lets pass the bill to buy 1 million bitcoin its coming 145 145 306 306 2k 2k 55k 55k,bitcoin,vivek4real,senator lummis just said lets pass the bill to buy 1 million bitcoin its coming vivek4real senator lummis just said lets pass the bill to buy 1 million bitcoin its coming 145 145 306 306 2k 2k 55k 55k bitcoin vivek4real
"watch michael saylor says if people knew what i knew bitcoin would be worth 10 millon

he is buying the dip","peterizzo watch michael saylor says if people knew what i knew bitcoin would be worth 10 millon

he is buying the dip 000  118 173 173 442 442 38k 38k 156k 156k",bitcoin,peterizzo,"watch michael saylor says if people knew what i knew bitcoin would be worth 10 millon

he is buying the dip peterizzo watch michael saylor says if people knew what i knew bitcoin would be worth 10 millon

he is buying the dip 000  118 173 173 442 442 38k 38k 156k 156k bitcoin peterizzo"
the usual bitcoin,cryptojellenl the usual bitcoin 43 43 39 39 339 339 27k 27k,bitcoin,cryptojellenl,the usual bitcoin cryptojellenl the usual bitcoin 43 43 39 39 339 339 27k 27k bitcoin cryptojellenl
"a strong bullish divergence on bitcoin 

additional confirmation with the test at 80000 and the bounce upwards

very likely well see a continuation to 85000 during the upcoming week if a deal is made or a central bank steps in","cryptomichnl a strong bullish divergence on bitcoin 

additional confirmation with the test at 80000 and the bounce upwards

very likely well see a continuation to 85000 during the upcoming week if a deal is made or a central bank steps in 61 61 84 84 540 540 33k 33k",bitcoin,cryptomichnl,"a strong bullish divergence on bitcoin 

additional confirmation with the test at 80000 and the bounce upwards

very likely well see a continuation to 85000 during the upcoming week if a deal is made or a central bank steps in cryptomichnl a strong bullish divergence on bitcoin 

additional confirmation with the test at 80000 and the bounce upwards

very likely well see a continuation to 85000 during the upcoming week if a deal is made or a central bank steps in 61 61 84 84 540 540 33k 33k bitcoin cryptomichnl"
